分类,状态量,状态描述,诊断分析,检修决策,报告名称
变压器,nan,故障,"['铁芯接地电流检测发现110kV变压器多点接地故障', '总烃、乙炔均超过注意值', '且乙烯(C2H4)、甲烷(CH4)占较大比重', '，故障类型为高于700℃的高温过热取下细铁棒后', '故障类型为高于700℃的高温过热取下细铁棒后', '，恢复正常由此判断', '，铁芯接地电流异常增大、色谱异常的原因皆由此引起。重新投运后测量铁芯接地电流数值为0.9mA', '铁芯接地电流异常增大、色谱异常的原因皆由此引起重新投运后测量铁芯接地电流数值为0.9mA', '，国网天津电科院于5月11日、12日复测', '国网天津电科院于5月11日、12日复测', '铁芯接地电流值分别为12.9A和14.7A', '发现C相铁芯与绕组上压板之间有一根长2cm的细铁棒', '并且铁芯片上有明显放电痕迹', '']","('需停电处理', 'B类修检', ['结合铁芯接地电流检测数值超标的情况', '因此对铁芯进行了大电流冲击停电处理确定了铁芯多点接地故障', '通过变压器铁芯接地电流检测可以有效发现变压器多点接地缺陷'])",157-天津-铁芯接地电流检测发现110kV主变多点接地
变压器,nan,故障,"['当天安排检修试验人员进行了铁芯接地电流复测和油色谱分析', '，接地电流复测与运行测试吻合；同时向国网天津市电力公司设备状态评价中心进行了反馈', '接地电流复测与运行测试吻合；同时向国网天津市电力公司设备状态评价中心进行了反馈', '评价中心进行了油色谱复测', '油色谱结果合格；随后安排检修试验专业人员对该台主变进行了铁芯接地电流、油色谱跟踪测试', '其中铁芯接地电流每周一次', '一直保持1.8A自投运以来', '，负载率在30%左右', '，共计调压800余次', '，未发生过故障及经受过不良工况采用铁芯接地电流和油中溶解气体测试的方法综合判断设备状态2013年10月购置两只500欧姆、500瓦的电阻', '未发生过故障及经受过不良工况采用铁芯接地电流和油中溶解气体测试的方法综合判断设备状态2013年10月购置两只500欧姆、500瓦的电阻', '采取两只电阻并联方式串入变压器铁芯接地回路的临时措施', '以限制接地电流值在标准范围0.1A内', '即近似为铁芯接地电流', '即近似为铁芯接地电流']","('需停电处理', 'B类修检', ['应加强对设备的监视', '引起轻瓦斯动作此次处理金源路站1#主变铁芯多点接地缺陷', '通过状态评价及检修决策'])",158-天津-铁芯接地电流带电检测发现110kV金源路站1#主变铁芯多点接地
变压器,nan,故障,"['铁芯接地电流和油中溶解气体检测发现35kV主变压器铁芯多点接地缺陷', '对2#主变停电进行诊断性试验', '确定主变存在铁芯多点接地故障', '，但是无法消除此故障发现铁芯接地电流超标问题后', '但是无法消除此故障发现铁芯接地电流超标问题后', '城南公司立即将情况上报天津市电力公司运检部在天津检修公司和天津电科院的帮助下进行诊断性试验再次送电后的铁芯接地电流检测电流值没有减小', '达到14A为了进一步分析故障情况', '2012年8月22日城南公司委托检修公司对该变压器进行了吊罩检修', '发现在C相上部铁芯与层压板之间存在放电', '放电原因是在铁芯与层压板之间有个铁质的圆销', '造成铁芯多点接地2）油中溶解气体分析能够通过油中的特征气体定性判断缺陷的危急程度', '但是也不能精确定位故障点当主变出现铁芯多点接地故障后', '如何判断缺陷的危急程度非常重要', '关系到如何制定检修策略', '生产厂家为江苏华鹏变压器有限公司', '出厂日期为2000年7月', '该变压器在2008年由南洋变电站退运后经大修', '2008年10月移至小站变电站投入运行']","('需停电处理', 'B类修检', ['经公司运维检修部、城南公司、检修公司、电科院紧急研究', '决定采取如下措施在5月13日对该变压器进行串接小电阻的缺陷降性处理；5月15日对该变压器进行更换；在更换前城南公司严密监视该变压器铁芯接地电流变化情况', '缩短铁芯接地电流检测周期达到1天3次', '经过综合分析初步判断该变压器存在铁芯多点接地缺陷变压器铁芯接地电流检测能够有效发现变压器是否存在铁芯多点接地情况但是不能对缺陷的危急程度进行判断', '不能精确定位故障点所以还需要借助其他检测手段或者解体检修才能够判断故障情况所以还需要借助其他检测手段或者解体检修才能够判断故障情况。通过铁芯接地电流和油中溶解气体检测虽然能够确定存在故障', '还是必须解体检修或者更换'])",159-天津-铁芯接地电流、油中溶解气体联合检测发现35kV主变铁芯多点接地
变压器,螺栓,螺栓故障,"['该变压器35kV内部引线、10kV内部引线均为螺栓压接2014年1月19日', '发现主变35kV套管下部接线板上两根绕组引线压接在同一螺栓下', '且C相接线板紧固螺栓已经松动', '发现35kV套管下部接线板上两根绕组引线压接在同一螺栓下', '且C相引线紧固螺栓已松动']","('不需停电处理', 'D类修检', ['根据色谱试验数据初步分析判断主变存在不涉及固体绝缘的内部过热故障同时检查变压器潜油泵及相关附件运行时的状态', '阳泉供电公司停电处理方案中将35kV内部引线作为重点检查部位', '加强对新投变压器的技术监督'])",16-山西-油色谱分析技术发现新投变压器内部引线压接不良（修改）
变压器,分接开关,分接开关故障,"['试验人员将中压无励磁分接开关操作机构的定位销打开', '通过反复调节分接开关']","('需停电处理', 'B类修检', ['油色谱试验是目前变压器设备带电检测最主要'])",160-天津-油中溶解气体分析发现110kV主变触头氧化）
变压器,本体,绝缘油油色谱分析不合格,"['通过油色谱带电检测结合停电诊断性试验', '发现主变有载调压开关向本体渗油所致']","('需停电处理', 'B类修检', ['并进行油色谱跟踪检测', '缩短检测周期', '可以怀疑该故障涉及到了变压器内部的固体绝缘材料发生了裂解而本次检测的变压器中', '变压器油中溶解气体的气相色谱分析被认为是检测变压器内部是否发生故障以及故障类型的重要手段。在高温或电弧的作用下分裂', '通过油色谱检测', '及时处理避免了设备运行事故'])",161-天津-油中溶解气体带电检测发现110kV潮音寺站2#主变总烃超标
变压器,本体,本体故障,"['油渗入主变本体此变压器为运行近20年的老旧变压器', '发现有载开关绝缘筒与本体渗漏', '造成主变本体油受到污染', '发现主变有载调压开关向本体渗油所致']","('需停电处理', 'B类修检', ['经停电检修验证了这一判断', '为有载调压开关吊检现场情况变压器油中溶解气体的气相色谱分析被认为是检测变压器内部是否发生故障以及故障类型的重要手段。在高温或电弧的作用下分裂', '通过油色谱检测', '及时处理避免了设备运行事故'])",162-天津-油中溶解气体带电检测发现35kV友谊路站2#主变有载开关绝缘筒与变压器本体渗漏
变压器,绝缘子,故障,[],"('需停电处理', 'C类修检', ['随着红外热成像检测手段的全面普及以及紫外检测手段的全面推广', '利用两种检测手段对敞开式户外变电站进行联合检测可以有效发现设备缺陷', '提高检测精度'])",163-天津-红外、紫外联合检测发现220kV主变放电
变压器,套管,套管故障,"['2号主变压器10kV侧套管在红外检测时发现异常', '并上报运检部对图谱认真分析后发现10kV侧A、C相套管接头温度异常', '缺陷性质为严重缺陷；红外图像显示A、C相套管只有接头处异常']","('需停电处理', 'B类修检', ['可以及时发现电气接触存在的接触不良等隐患。加强带电检测', '对发现的的异常及时进行处理'])",164-天津-红外热成像检测发现110kV变压器套管过热
变压器,母线,故障,[],"('需停电处理', 'A类修检', ['可以排除C2被击穿的可能中间变压器一次绕组首端引线外敷绝缘纸烧坏', '固定绝缘件出现明显导电通路', '对检测导流设备接触不良等外在型过热缺陷容易判断', '对类似变电设备内部过热缺陷应结合设备结构综合判断处理', '测试时加强相间和同类型设备横向比较', '立即处理。今后应加强二次电压的监测,做到缺陷早发现早处理'])",165-河北-红外热像检测发现220kV CVT过热缺陷
变压器,潜油泵,潜油泵故障,"['初步判断3#潜油泵可能存在故障后续色谱监督数据乙炔等气体含量呈下降趋势', '每月10日进行风冷轮换潜油泵厂家为湖南跃进']","('需停电处理', 'B类修检', [])",166-冀北-油色谱检测发现500kV变压器乙炔超标缺陷
变压器,套管,故障,[],"('需停电处理', 'C类修检', ['迎峰度夏、保电等特殊期间对加强红外热像测温工作。检修时', '应加强检修质量'])",167-冀北-红外热像测温发现110kV主变套管发热缺陷
